"date_det","wildbird_count","domestic_count","mammal_count","cattle_count","total_counts"
2024-12-15,15,0,0,0,15
2024-12-16,58,3,13,7,81
2024-12-17,25,11,1,1,38
2024-12-18,30,5,3,13,51
2024-12-19,105,10,2,1,118
2024-12-20,22,6,0,0,28
2024-12-21,26,0,0,0,26
2024-12-23,4,3,5,16,28
2024-12-24,3,8,1,4,16
2024-12-26,2,1,3,9,15
2024-12-27,6,10,1,3,20
2024-12-28,15,0,0,0,15
2024-12-29,2,0,0,0,2
2024-12-30,35,5,3,1,44
2024-12-31,7,7,3,2,19
2025-01-02,16,1,3,0,20
2025-01-03,11,8,7,4,30
2025-01-04,22,3,0,0,25
2025-01-05,3,0,0,0,3
2025-01-06,7,1,1,0,9
2025-01-07,8,5,0,3,16
2025-01-08,11,2,0,1,14
2025-01-09,7,8,0,0,15
2025-01-10,3,1,5,1,10
2025-01-11,2,0,0,0,2
2025-01-12,7,0,0,1,8
2025-01-13,32,2,4,2,40
2025-01-14,8,6,3,6,23
2025-01-15,34,6,2,0,42
2025-01-16,42,7,0,0,49
2025-01-17,90,5,1,1,97
2025-01-18,18,0,0,0,18
2025-01-19,2,0,0,0,2
2025-01-20,2,0,0,0,2
2025-01-21,5,5,1,4,15
2025-01-22,5,7,0,5,17
2025-01-23,12,6,4,3,25
2025-01-24,10,17,3,2,32
2025-01-25,35,0,0,0,35
2025-01-27,11,9,0,2,22
2025-01-28,7,7,0,2,16
2025-01-29,22,8,0,0,30
2025-01-30,38,12,0,0,50
2025-01-31,3,7,1,6,17
2025-02-01,1,0,0,0,1
2025-02-02,1,1,0,0,2
2025-02-04,4,16,1,0,21
2025-02-05,8,9,5,0,22
2025-02-06,93,12,0,2,107
2025-02-07,67,6,0,0,73
2025-02-08,3,0,0,0,3
2025-02-09,1,0,0,0,1
2025-02-10,4,3,5,5,17
2025-02-11,10,6,5,0,21
2025-02-12,46,8,1,1,56
2025-02-13,15,5,1,0,21
2025-02-14,2,8,2,3,15
2025-02-15,1,0,0,0,1
2025-02-16,1,0,0,0,1
2025-02-17,1,0,0,0,1
2025-02-18,5,4,4,0,13
2025-02-19,2,1,2,0,5
2025-02-20,14,4,2,0,20
2025-02-21,18,7,3,0,28
2025-02-25,8,8,5,2,23
2025-02-28,7,5,1,1,14
2025-03-01,1,0,0,0,1
2025-03-06,4,4,3,0,11
2025-03-10,1,4,0,1,6
2025-03-12,5,6,0,0,11
2025-03-13,1,4,2,0,7
2025-03-14,5,0,1,4,10
2025-03-18,2,3,5,0,10
2025-03-20,1,5,0,0,6
2025-03-25,2,1,7,0,10
2025-03-26,1,1,4,2,8
2025-03-27,26,2,5,0,33
2025-03-28,1,2,0,3,6
2025-04-08,2,3,1,0,6
2025-04-11,2,3,2,11,18
2025-04-12,1,0,0,0,1
2025-04-16,7,0,0,0,7
2025-04-17,1,0,0,0,1
2025-04-21,3,0,3,10,16
2025-04-25,1,0,0,0,1
2025-04-28,1,0,0,15,16
2025-04-29,1,0,2,0,3
2025-04-30,2,1,0,1,4
2025-05-02,2,2,0,0,4
2025-05-05,4,1,0,4,9
2025-05-06,5,0,0,0,5
2025-05-07,3,0,1,1,5
2025-05-08,2,1,1,0,4
2025-05-09,1,1,0,0,2
2025-05-10,1,0,0,0,1
2025-05-11,2,0,0,0,2
2025-05-20,5,0,0,0,5
2022-02-15,0,1,0,0,1
2022-02-19,0,1,0,0,1
2023-04-05,0,1,0,0,1
2023-04-24,0,1,1,0,2
2023-05-05,0,1,1,0,2
2023-05-11,0,1,1,0,2
2023-07-28,0,1,0,0,1
2023-08-03,0,1,0,0,1
2024-04-10,0,1,0,2,3
2024-04-16,0,1,0,0,1
2024-04-24,0,1,1,0,2
2024-04-26,0,1,4,0,5
2024-05-02,0,2,1,0,3
2024-05-20,0,1,0,2,3
2024-05-29,0,1,0,1,2
2024-05-31,0,2,62,3,67
2024-06-03,0,1,4,3,8
2024-06-18,0,2,0,7,9
2024-07-08,0,1,1,5,7
2024-07-16,0,1,1,2,4
2024-07-19,0,4,0,3,7
2024-07-24,0,1,0,0,1
2024-08-05,0,1,0,10,11
2024-08-20,0,1,5,0,6
2024-09-18,0,2,0,6,8
2024-09-27,0,1,0,4,5
2024-10-07,0,1,4,13,18
2025-02-03,0,2,0,2,4
2025-02-22,0,1,0,0,1
2025-02-24,0,1,1,1,3
2025-02-26,0,3,0,0,3
2025-02-27,0,2,3,0,5
2025-03-03,0,2,0,1,3
2025-03-04,0,3,5,1,9
2025-03-07,0,5,1,4,10
2025-03-11,0,3,4,2,9
2025-03-17,0,2,0,0,2
2025-03-19,0,2,0,0,2
2025-03-21,0,3,11,0,14
2025-03-24,0,1,0,4,5
2025-04-01,0,1,0,0,1
2025-04-02,0,1,4,0,5
2025-04-04,0,1,1,0,2
2025-04-07,0,2,2,6,10
2025-04-09,0,1,0,3,4
2025-04-14,0,2,0,1,3
2025-04-18,0,1,0,0,1
2025-04-23,0,1,1,1,3
2025-04-24,0,2,3,0,5
2025-05-12,0,1,0,12,13
2025-05-13,0,1,1,0,2
2025-05-19,0,2,0,5,7
2025-05-27,0,2,0,0,2
2025-05-30,0,1,0,0,1
2025-06-05,0,1,0,0,1
2025-06-10,0,1,0,0,1
2025-06-11,0,1,0,0,1
2023-05-15,0,0,2,0,2
2023-05-17,0,0,1,0,1
2023-06-02,0,0,4,0,4
2023-06-09,0,0,1,0,1
2023-06-12,0,0,1,0,1
2023-06-30,0,0,1,0,1
2023-07-17,0,0,1,0,1
2023-09-05,0,0,3,0,3
2024-04-01,0,0,2,3,5
2024-05-17,0,0,4,1,5
2024-05-24,0,0,10,1,11
2024-06-04,0,0,1,1,2
2024-06-06,0,0,1,3,4
2024-07-22,0,0,10,2,12
2024-07-23,0,0,17,2,19
2024-07-29,0,0,1,1,2
2024-08-09,0,0,1,0,1
2025-03-31,0,0,3,1,4
2025-04-15,0,0,2,0,2
2025-05-01,0,0,2,0,2
2025-05-15,0,0,1,0,1
2025-06-09,0,0,1,0,1
2024-03-30,0,0,0,2,2
2024-04-06,0,0,0,3,3
2024-05-11,0,0,0,2,2
2024-05-30,0,0,0,9,9
2024-06-07,0,0,0,2,2
2024-06-11,0,0,0,1,1
2024-06-17,0,0,0,7,7
2024-06-25,0,0,0,3,3
2024-06-28,0,0,0,5,5
2024-07-01,0,0,0,1,1
2024-07-02,0,0,0,1,1
2024-07-15,0,0,0,3,3
2024-07-30,0,0,0,2,2
2024-07-31,0,0,0,3,3
2024-08-01,0,0,0,1,1
2024-08-06,0,0,0,1,1
2024-08-13,0,0,0,2,2
2024-08-26,0,0,0,1,1
2024-09-10,0,0,0,2,2
2024-09-11,0,0,0,1,1
2024-09-12,0,0,0,2,2
2024-09-13,0,0,0,2,2
2024-09-20,0,0,0,18,18
2024-09-23,0,0,0,6,6
2024-10-01,0,0,0,11,11
2024-10-02,0,0,0,1,1
2024-10-09,0,0,0,1,1
2025-05-21,0,0,0,2,2
2025-06-03,0,0,0,1,1
