transmission	recovery	sampling	population_size	k
3.574927	1.000000	0.015231	13713.000000	1.931056
3.168454	1.000000	0.013997	13197.000000	0.587540
2.882121	1.000000	0.011079	13012.000000	0.883913
2.245647	1.000000	0.009388	13233.000000	0.438893
2.705729	1.000000	0.007904	13164.000000	0.765067
2.362227	1.000000	0.008078	14182.000000	5.043341
2.880032	1.000000	0.010797	13983.000000	1.513984
2.863796	1.000000	0.008418	14322.000000	0.533515
1.637203	1.000000	0.009338	12893.000000	0.530211
2.953665	1.000000	0.012215	13998.000000	1.060743
3.588219	1.000000	0.009965	14195.000000	2.028110
3.484447	1.000000	0.011563	10397.000000	0.277006
2.872957	1.000000	0.007661	14825.000000	0.495625
2.320575	1.000000	0.008970	14556.000000	0.396728
3.169407	1.000000	0.010163	12404.000000	1.059511
4.628052	1.000000	0.017130	13698.000000	2.595071
3.784839	1.000000	0.013847	12047.000000	0.205026
3.554105	1.000000	0.007300	13428.000000	1.238047
3.948485	1.000000	0.011584	12011.000000	0.822776
2.773762	1.000000	0.009914	15013.000000	0.370819
2.510369	1.000000	0.010426	13184.000000	6.291227
3.651202	1.000000	0.006499	13018.000000	3.263186
2.608282	1.000000	0.007083	12042.000000	0.228391
3.404173	1.000000	0.010660	13736.000000	1.256212
3.092490	1.000000	0.011153	12192.000000	0.794835
2.479784	1.000000	0.008632	13849.000000	1.135025
2.439945	1.000000	0.009366	14456.000000	0.829502
2.904114	1.000000	0.008795	11861.000000	0.624402
4.035268	1.000000	0.011050	13553.000000	2.167616
4.991315	1.000000	0.011340	12628.000000	3.663915
2.626154	1.000000	0.011437	15382.000000	0.427921
4.238962	1.000000	0.009238	13725.000000	0.501503
4.232202	1.000000	0.006840	13483.000000	0.603960
3.150222	1.000000	0.006627	12891.000000	0.706612
5.935164	1.000000	0.008771	12583.000000	0.459927
2.127114	1.000000	0.009577	13002.000000	2.685829
3.961332	1.000000	0.008079	12054.000000	1.132392
2.863977	1.000000	0.008094	12858.000000	0.718930
3.227619	1.000000	0.009671	13436.000000	1.921843
3.472680	1.000000	0.011349	12527.000000	0.556935
3.251406	1.000000	0.011893	15528.000000	0.865147
3.866279	1.000000	0.006273	14079.000000	0.293276
3.394107	1.000000	0.009910	14065.000000	4.427618
2.965516	1.000000	0.011558	14523.000000	3.956220
2.277963	1.000000	0.008777	14946.000000	2.788487
3.646515	1.000000	0.014212	12494.000000	1.451713
3.261013	1.000000	0.011366	13681.000000	0.833337
2.134086	1.000000	0.009218	12352.000000	2.222554
2.493664	1.000000	0.007998	14699.000000	1.661033
4.338456	1.000000	0.006665	12711.000000	4.893294
2.509182	1.000000	0.009018	11312.000000	5.434584
2.647185	1.000000	0.013009	11716.000000	1.499083
3.120436	1.000000	0.010593	13030.000000	0.409499
2.048463	1.000000	0.009688	13255.000000	7.238689
2.688262	1.000000	0.007807	13531.000000	0.795495
4.920233	1.000000	0.012409	14004.000000	0.077484
3.626883	1.000000	0.010307	13321.000000	1.561353
2.527667	1.000000	0.006819	15091.000000	2.628742
3.483181	1.000000	0.012005	14408.000000	0.891315
3.004547	1.000000	0.009599	12447.000000	3.028942
3.074670	1.000000	0.010487	14545.000000	1.608906
1.893088	1.000000	0.011341	12334.000000	0.643616
3.528971	1.000000	0.007880	14847.000000	0.200805
4.198217	1.000000	0.010861	13346.000000	1.815948
2.773024	1.000000	0.008618	12781.000000	0.610199
3.134704	1.000000	0.008138	13566.000000	3.286107
2.024262	1.000000	0.012129	11186.000000	0.545959
3.557753	1.000000	0.014124	11671.000000	0.773524
2.120188	1.000000	0.008652	14864.000000	2.256424
3.185385	1.000000	0.011725	13095.000000	1.449965
3.366132	1.000000	0.009530	13680.000000	8.654353
3.731281	1.000000	0.009450	13050.000000	2.184673
1.906837	1.000000	0.007802	15909.000000	0.379435
4.698410	1.000000	0.015919	12483.000000	4.547849
2.790519	1.000000	0.008105	14681.000000	1.005795
2.436718	1.000000	0.007404	12896.000000	0.060735
2.743154	1.000000	0.008476	14456.000000	2.676751
3.220812	1.000000	0.011863	14320.000000	4.482236
3.920178	1.000000	0.011354	14811.000000	1.340599
2.558870	1.000000	0.007474	13864.000000	1.196449
4.055116	1.000000	0.012049	13693.000000	5.892588
2.083719	1.000000	0.008856	12187.000000	0.640474
2.806055	1.000000	0.009969	12782.000000	1.745436
4.705887	1.000000	0.012310	11980.000000	0.172744
2.246508	1.000000	0.018434	12632.000000	0.188508
3.175142	1.000000	0.010673	14995.000000	0.380003
2.614515	1.000000	0.014004	12937.000000	12.125991
2.785159	1.000000	0.013907	12774.000000	0.247099
3.541165	1.000000	0.008924	13927.000000	0.699351
3.047541	1.000000	0.014466	14088.000000	0.835683
3.417651	1.000000	0.007079	12195.000000	4.760072
3.335131	1.000000	0.015487	14325.000000	8.455265
3.314231	1.000000	0.008857	11193.000000	0.350798
2.830234	1.000000	0.008380	14891.000000	0.779259
2.935250	1.000000	0.007605	12734.000000	0.198165
5.217265	1.000000	0.009947	14335.000000	0.430722
2.151191	1.000000	0.005916	11872.000000	0.621741
2.847644	1.000000	0.008209	12696.000000	2.280512
3.190107	1.000000	0.012911	12586.000000	0.523601
2.685897	1.000000	0.009404	11948.000000	0.306530
2.900044	1.000000	0.012268	10981.000000	2.071750
2.993720	1.000000	0.009943	15437.000000	0.189512
3.499160	1.000000	0.013866	14250.000000	4.353057
2.835292	1.000000	0.006932	12521.000000	1.130185
3.563059	1.000000	0.008100	13111.000000	2.757982
2.868547	1.000000	0.009108	14922.000000	0.756429
3.566193	1.000000	0.004927	14181.000000	1.607589
3.202796	1.000000	0.011367	14235.000000	1.417244
2.218378	1.000000	0.009976	12026.000000	0.713397
3.714089	1.000000	0.012366	13652.000000	1.032440
2.687502	1.000000	0.006098	13312.000000	1.269613
4.385313	1.000000	0.011915	15074.000000	0.767964
2.644333	1.000000	0.010013	14371.000000	2.778359
2.658062	1.000000	0.008596	12729.000000	2.214760
2.634563	1.000000	0.014489	12513.000000	0.771829
3.991279	1.000000	0.007501	13006.000000	0.295599
2.263649	1.000000	0.012072	14575.000000	0.321256
2.202638	1.000000	0.011484	15826.000000	1.324404
2.179532	1.000000	0.008887	15452.000000	1.683562
4.555547	1.000000	0.008219	14918.000000	3.226680
3.254424	1.000000	0.012991	12110.000000	0.662678
3.828133	1.000000	0.010363	15045.000000	0.374141
2.224855	1.000000	0.016874	12808.000000	3.772273
2.890796	1.000000	0.007540	15620.000000	0.360204
2.946680	1.000000	0.011962	12340.000000	0.754683
3.213812	1.000000	0.010416	15226.000000	1.536851
3.175624	1.000000	0.012541	14700.000000	3.635815
3.405474	1.000000	0.006706	10888.000000	1.890302
2.913653	1.000000	0.007537	13550.000000	1.799201
5.459268	1.000000	0.008086	12841.000000	2.691926
5.450000	1.000000	0.013105	15055.000000	1.006900
4.895392	1.000000	0.011353	15291.000000	0.333679
3.169355	1.000000	0.014527	12199.000000	0.566597
3.439051	1.000000	0.010511	12927.000000	0.783960
3.094413	1.000000	0.008370	13726.000000	2.419526
2.284468	1.000000	0.007986	12577.000000	3.806461
2.173443	1.000000	0.008680	14191.000000	0.631992
3.652537	1.000000	0.008291	11259.000000	5.935189
3.817725	1.000000	0.008252	13311.000000	0.914726
2.173798	1.000000	0.010582	14553.000000	1.302404
4.394256	1.000000	0.012777	16099.000000	1.057646
3.685095	1.000000	0.011424	13800.000000	0.883408
2.636448	1.000000	0.012147	11908.000000	2.301673
2.449619	1.000000	0.010256	13566.000000	0.797263
2.572583	1.000000	0.015577	11515.000000	2.344259
3.084367	1.000000	0.011130	13862.000000	1.402740
2.969308	1.000000	0.010048	12711.000000	2.858855
2.072059	1.000000	0.010453	15819.000000	0.127509
3.464146	1.000000	0.005559	13681.000000	1.219367
4.098582	1.000000	0.006336	15354.000000	1.539219
3.601185	1.000000	0.010365	16084.000000	0.698332
5.564290	1.000000	0.007431	16314.000000	2.720882
2.260972	1.000000	0.008353	14756.000000	2.662918
2.733871	1.000000	0.017894	13902.000000	1.566517
4.520142	1.000000	0.012386	12643.000000	0.596998
1.951398	1.000000	0.013747	17227.000000	0.907018
3.102297	1.000000	0.008210	14307.000000	0.104610
2.931738	1.000000	0.011614	12132.000000	3.776455
3.197947	1.000000	0.007647	12645.000000	0.195339
3.367214	1.000000	0.007586	14716.000000	1.606298
3.034642	1.000000	0.012372	12167.000000	1.872907
4.210360	1.000000	0.013139	13846.000000	0.807713
2.459752	1.000000	0.012934	13948.000000	0.350847
1.959650	1.000000	0.010655	14126.000000	2.621468
3.336668	1.000000	0.008059	13467.000000	2.257057
2.475131	1.000000	0.011772	13318.000000	6.329247
2.815318	1.000000	0.008231	14450.000000	6.626626
3.103014	1.000000	0.009201	14436.000000	2.337034
3.212589	1.000000	0.007499	12319.000000	1.088112
2.613159	1.000000	0.013647	12398.000000	1.906847
2.212821	1.000000	0.008481	12886.000000	0.641414
2.716667	1.000000	0.012591	14950.000000	0.874725
2.193513	1.000000	0.015298	18284.000000	0.476546
2.823412	1.000000	0.009624	13770.000000	4.192639
4.076913	1.000000	0.007469	13205.000000	2.629445
2.292485	1.000000	0.010005	15210.000000	3.312898
2.950624	1.000000	0.014142	12517.000000	0.568455
3.549130	1.000000	0.010303	12576.000000	0.414773
2.554457	1.000000	0.010545	14376.000000	1.959037
5.812362	1.000000	0.008188	12980.000000	4.683466
1.919082	1.000000	0.013166	13104.000000	5.251901
4.510827	1.000000	0.009385	14299.000000	2.584171
2.503796	1.000000	0.010759	13889.000000	0.686206
3.349490	1.000000	0.008253	11574.000000	11.529247
2.834646	1.000000	0.009161	14854.000000	0.399102
3.018189	1.000000	0.010899	13177.000000	1.505130
2.620157	1.000000	0.008531	13946.000000	1.347893
2.953589	1.000000	0.008571	12493.000000	0.165124
3.852046	1.000000	0.009926	15130.000000	0.210468
2.797104	1.000000	0.009895	13045.000000	0.643324
4.644191	1.000000	0.013565	14338.000000	1.407468
3.577595	1.000000	0.005943	14436.000000	1.727114
3.227525	1.000000	0.005846	13048.000000	1.010029
3.054772	1.000000	0.008485	11511.000000	2.405865
2.501833	1.000000	0.011687	13023.000000	1.303566
3.180856	1.000000	0.010748	13083.000000	0.441276
2.965868	1.000000	0.009817	13985.000000	1.431176
3.139051	1.000000	0.011745	14735.000000	2.341256
3.128680	1.000000	0.009453	11430.000000	0.284919
2.624346	1.000000	0.007580	12466.000000	2.038544
2.613274	1.000000	0.009451	14904.000000	0.218034
2.975817	1.000000	0.013218	11950.000000	2.835568
3.255549	1.000000	0.010399	15128.000000	0.809153
4.879689	1.000000	0.015803	13176.000000	1.156617
2.375819	1.000000	0.011023	15060.000000	0.803066
2.070353	1.000000	0.009162	13742.000000	0.656753
2.689638	1.000000	0.010490	13837.000000	1.680667
2.828090	1.000000	0.010346	14309.000000	1.184728
4.892033	1.000000	0.005372	12006.000000	1.662883
2.506962	1.000000	0.007452	12445.000000	0.499607
2.827599	1.000000	0.013204	16345.000000	0.582207
2.413175	1.000000	0.016830	12932.000000	0.369678
4.445284	1.000000	0.014392	15894.000000	0.967378
2.619740	1.000000	0.011931	13799.000000	1.102984
2.887779	1.000000	0.011292	14054.000000	1.807078
2.342702	1.000000	0.009835	14049.000000	0.686248
3.251451	1.000000	0.014462	13254.000000	1.856532
2.402697	1.000000	0.015096	11837.000000	2.286961
2.249531	1.000000	0.010320	14781.000000	2.065504
2.623226	1.000000	0.015601	12899.000000	0.403669
3.738665	1.000000	0.011827	14617.000000	1.461615
2.637655	1.000000	0.009404	14314.000000	1.314054
2.805324	1.000000	0.013444	13240.000000	2.072625
5.345831	1.000000	0.012673	15764.000000	2.797595
2.401993	1.000000	0.008909	12493.000000	1.054106
3.353365	1.000000	0.009573	13247.000000	2.475934
2.384602	1.000000	0.007344	14070.000000	1.646878
2.736462	1.000000	0.009614	11930.000000	2.461719
3.778000	1.000000	0.009773	17783.000000	1.817926
2.987117	1.000000	0.008386	13264.000000	1.972622
4.058575	1.000000	0.010932	16077.000000	2.035471
2.843255	1.000000	0.009773	12282.000000	3.714018
3.004225	1.000000	0.010083	12828.000000	0.328849
3.003587	1.000000	0.014123	15175.000000	0.635081
2.593204	1.000000	0.006587	11829.000000	0.115623
3.129274	1.000000	0.013806	11956.000000	0.293145
2.661424	1.000000	0.008971	12849.000000	0.349705
2.669142	1.000000	0.009364	13130.000000	0.307144
3.711357	1.000000	0.011078	13959.000000	6.782964
2.554952	1.000000	0.011225	11770.000000	0.764683
4.293745	1.000000	0.009931	13982.000000	3.356705
2.275720	1.000000	0.008026	13240.000000	0.685149
2.786437	1.000000	0.010255	12338.000000	6.326871
2.681796	1.000000	0.006651	14887.000000	8.918539
6.117281	1.000000	0.012396	12203.000000	10.263004
4.486275	1.000000	0.010822	13236.000000	2.189551
4.602859	1.000000	0.013792	12292.000000	2.324632
3.035770	1.000000	0.006494	13892.000000	0.282706
3.835398	1.000000	0.014954	15810.000000	0.985988
2.860811	1.000000	0.011277	13724.000000	4.173423
2.807562	1.000000	0.010847	13095.000000	1.040900
2.508477	1.000000	0.007434	13748.000000	1.396444
2.431779	1.000000	0.010162	11859.000000	0.429714
2.820078	1.000000	0.009951	14429.000000	1.814934
2.573413	1.000000	0.010497	15369.000000	1.403833
2.682090	1.000000	0.009510	13147.000000	0.478666
2.311421	1.000000	0.009703	12810.000000	1.699204
3.175877	1.000000	0.012237	14207.000000	2.390415
3.299256	1.000000	0.011631	12786.000000	1.205571
2.196237	1.000000	0.009314	14188.000000	0.905085
3.676660	1.000000	0.011348	13649.000000	0.628175
2.541058	1.000000	0.009452	16339.000000	1.386552
4.416328	1.000000	0.011960	12928.000000	1.297813
4.893390	1.000000	0.009917	12530.000000	0.709088
3.779519	1.000000	0.013193	12099.000000	0.559446
3.039823	1.000000	0.008273	13415.000000	0.834840
4.079661	1.000000	0.006966	13656.000000	0.646984
3.527279	1.000000	0.009911	14540.000000	1.828081
2.308054	1.000000	0.012454	11957.000000	1.629875
3.225285	1.000000	0.013270	15963.000000	0.604097
2.882626	1.000000	0.008068	14256.000000	4.743088
3.726461	1.000000	0.011986	14420.000000	4.734269
3.429738	1.000000	0.010025	12858.000000	0.088216
2.719580	1.000000	0.007679	14111.000000	0.432054
2.587602	1.000000	0.010534	13548.000000	0.888004
2.639637	1.000000	0.009405	12890.000000	3.023474
3.127796	1.000000	0.011806	12541.000000	0.534284
3.002938	1.000000	0.008031	15281.000000	1.371842
2.657460	1.000000	0.011256	12437.000000	4.146717
5.630083	1.000000	0.006564	15724.000000	0.221593
2.051357	1.000000	0.008728	13499.000000	10.458218
3.020743	1.000000	0.013562	14426.000000	1.110068
3.114892	1.000000	0.013753	13969.000000	0.207823
2.568692	1.000000	0.009502	14204.000000	1.036733
2.597718	1.000000	0.013256	12223.000000	0.958294
2.711007	1.000000	0.008069	14084.000000	1.631649
2.884671	1.000000	0.011279	11412.000000	0.454899
3.798465	1.000000	0.007768	12990.000000	0.780002
4.403863	1.000000	0.008550	13877.000000	0.407259
2.982818	1.000000	0.013833	15164.000000	0.228923
3.071749	1.000000	0.007715	13258.000000	0.612057
3.812947	1.000000	0.011454	14369.000000	0.456281
2.498928	1.000000	0.009730	14221.000000	3.386607
2.033549	1.000000	0.009933	13400.000000	5.560659
3.520836	1.000000	0.019118	13845.000000	1.039205
2.566288	1.000000	0.012587	16599.000000	0.941975
2.464997	1.000000	0.010654	12841.000000	0.819673
2.776604	1.000000	0.006606	12986.000000	1.418178
3.010386	1.000000	0.010143	11812.000000	0.419040
3.388890	1.000000	0.011262	13477.000000	1.662673
2.677961	1.000000	0.007378	12251.000000	1.847888
3.262853	1.000000	0.011535	13980.000000	12.748144
1.681445	1.000000	0.008733	15859.000000	0.641657
2.723176	1.000000	0.012142	13844.000000	2.292909
2.826044	1.000000	0.013895	12155.000000	1.259510
1.753711	1.000000	0.009049	17217.000000	0.688993
3.163937	1.000000	0.007288	13460.000000	0.320479
3.037427	1.000000	0.010962	13114.000000	0.181719
2.428292	1.000000	0.014814	12328.000000	1.285855
3.517910	1.000000	0.007230	12296.000000	0.574727
2.210109	1.000000	0.011250	12851.000000	0.430050
2.741286	1.000000	0.009257	13094.000000	0.956004
4.534250	1.000000	0.009137	12710.000000	2.972971
2.559854	1.000000	0.014392	11505.000000	0.971626
2.847813	1.000000	0.011304	11056.000000	0.850259
2.721022	1.000000	0.015821	10517.000000	0.779701
3.892581	1.000000	0.009987	14824.000000	1.812861
2.558000	1.000000	0.011566	12978.000000	1.629488
3.011885	1.000000	0.009900	15545.000000	0.285384
3.036903	1.000000	0.011629	14648.000000	1.223039
3.047000	1.000000	0.013104	14645.000000	0.278919
2.157463	1.000000	0.009195	13208.000000	0.805880
3.067058	1.000000	0.011312	12638.000000	0.466168
2.563145	1.000000	0.007604	13104.000000	3.039857
3.909474	1.000000	0.010480	13292.000000	0.714689
2.383664	1.000000	0.009459	16734.000000	1.492712
3.484409	1.000000	0.009968	14798.000000	1.657627
3.241568	1.000000	0.006070	12386.000000	2.130837
4.511925	1.000000	0.011615	14277.000000	0.915487
2.555297	1.000000	0.009722	14166.000000	0.688969
4.291233	1.000000	0.009221	13258.000000	2.420315
4.053360	1.000000	0.008750	12854.000000	0.619559
3.756368	1.000000	0.008954	13342.000000	0.806453
4.161700	1.000000	0.006079	13920.000000	0.152459
2.309342	1.000000	0.006607	12474.000000	0.763532
3.456066	1.000000	0.008469	11232.000000	1.319649
3.586866	1.000000	0.015697	15230.000000	0.876702
3.603926	1.000000	0.015585	15071.000000	0.370577
2.136315	1.000000	0.012258	12830.000000	0.464337
3.307628	1.000000	0.007524	10771.000000	0.491135
1.795108	1.000000	0.011821	11884.000000	1.569315
3.399451	1.000000	0.006289	14763.000000	1.668331
4.297693	1.000000	0.011867	14244.000000	0.948123
3.318045	1.000000	0.013691	14045.000000	0.961691
3.827536	1.000000	0.009369	15398.000000	0.348296
2.656044	1.000000	0.009645	13369.000000	2.603651
2.258119	1.000000	0.011849	13813.000000	0.892185
3.608567	1.000000	0.009168	16430.000000	1.246021
3.186332	1.000000	0.014883	13516.000000	0.569989
3.581003	1.000000	0.015766	12953.000000	1.301904
3.222719	1.000000	0.008379	12937.000000	1.357169
2.802288	1.000000	0.009672	14270.000000	0.537646
3.969180	1.000000	0.012507	14371.000000	0.197008
3.322319	1.000000	0.008366	12390.000000	0.385688
3.182032	1.000000	0.013012	13656.000000	1.988006
2.281131	1.000000	0.007183	11163.000000	5.087478
2.621360	1.000000	0.008844	12414.000000	0.161936
3.324436	1.000000	0.011212	11551.000000	1.765577
2.326197	1.000000	0.011465	13453.000000	0.482558
3.015650	1.000000	0.008930	11679.000000	2.478875
2.373184	1.000000	0.009097	11384.000000	1.367104
3.278398	1.000000	0.010119	11597.000000	0.364297
3.341756	1.000000	0.008801	11179.000000	0.383501
2.838617	1.000000	0.013346	14766.000000	0.173630
2.591647	1.000000	0.006473	12923.000000	2.184593
5.752932	1.000000	0.007087	12885.000000	1.326047
2.509042	1.000000	0.006292	14364.000000	1.646100
2.615913	1.000000	0.010241	14497.000000	0.725380
2.328586	1.000000	0.009161	13263.000000	3.354864
2.630426	1.000000	0.011176	11404.000000	1.226521
4.067786	1.000000	0.007816	13191.000000	1.703000
3.263529	1.000000	0.006939	15111.000000	1.029631
2.616900	1.000000	0.008211	10730.000000	5.245390
3.183423	1.000000	0.005659	14993.000000	3.571886
1.629973	1.000000	0.007562	12036.000000	1.418573
2.226845	1.000000	0.011430	10482.000000	1.668899
2.914713	1.000000	0.010099	13339.000000	3.783221
2.704624	1.000000	0.008710	13477.000000	3.120585
2.808376	1.000000	0.009160	13059.000000	1.898327
3.036067	1.000000	0.014485	12680.000000	1.841512
3.267185	1.000000	0.008606	13826.000000	1.482902
2.557610	1.000000	0.008651	12892.000000	0.505926
4.214084	1.000000	0.007792	14854.000000	0.953808
1.906259	1.000000	0.007829	12043.000000	1.957216
2.011844	1.000000	0.007396	12155.000000	0.710110
3.641746	1.000000	0.012160	13961.000000	2.051217
3.376036	1.000000	0.010354	14371.000000	0.349397
3.542941	1.000000	0.013584	13019.000000	1.232703
2.165670	1.000000	0.011890	12991.000000	3.898376
3.186333	1.000000	0.013647	15926.000000	1.110097
3.531064	1.000000	0.010569	15199.000000	0.276202
4.321396	1.000000	0.011370	12880.000000	2.116035
3.915532	1.000000	0.012005	14514.000000	6.267443
2.598216	1.000000	0.011422	15617.000000	1.521909
2.818832	1.000000	0.006350	13554.000000	0.189146
3.191562	1.000000	0.013042	12957.000000	0.513317
2.061638	1.000000	0.011256	11761.000000	10.945084
2.326121	1.000000	0.011869	14658.000000	0.242767
3.387995	1.000000	0.007312	12916.000000	0.952828
4.045530	1.000000	0.010554	14902.000000	2.472407
4.856344	1.000000	0.011080	14254.000000	4.845529
3.392312	1.000000	0.014064	12162.000000	1.494367
3.485129	1.000000	0.010885	13810.000000	5.812709
3.143272	1.000000	0.011397	12427.000000	0.072066
3.339730	1.000000	0.014888	12812.000000	1.054561
4.066957	1.000000	0.009477	14428.000000	0.299077
2.738095	1.000000	0.009840	15065.000000	0.401726
3.720964	1.000000	0.010497	11364.000000	3.993247
3.001098	1.000000	0.010678	13421.000000	0.218905
2.651513	1.000000	0.010327	16558.000000	1.088254
2.773002	1.000000	0.010683	13384.000000	0.593638
3.872062	1.000000	0.009222	13415.000000	3.212714
5.141841	1.000000	0.008020	13149.000000	1.145375
6.071873	1.000000	0.008215	10709.000000	0.076461
2.973112	1.000000	0.010568	12208.000000	0.851084
2.221581	1.000000	0.010352	13110.000000	0.381102
3.324160	1.000000	0.009654	14059.000000	0.595334
2.534052	1.000000	0.014190	13992.000000	0.677734
2.947508	1.000000	0.011462	13925.000000	0.397733
4.551847	1.000000	0.007523	13767.000000	2.776770
3.659582	1.000000	0.009733	12985.000000	4.498861
2.700051	1.000000	0.013759	13267.000000	0.706057
2.760353	1.000000	0.008526	15008.000000	1.367958
3.654750	1.000000	0.012026	13325.000000	0.721984
3.175661	1.000000	0.006750	13956.000000	4.096323
3.608299	1.000000	0.010656	14608.000000	0.536287
3.761335	1.000000	0.005784	15856.000000	0.271960
3.757761	1.000000	0.009248	14126.000000	0.835616
2.288038	1.000000	0.012806	14025.000000	0.383958
2.554833	1.000000	0.006790	12020.000000	1.295554
4.290069	1.000000	0.010097	12318.000000	0.423391
2.446226	1.000000	0.015958	15448.000000	1.151287
2.467979	1.000000	0.011236	13055.000000	0.654535
2.839080	1.000000	0.011424	13957.000000	0.098197
5.648363	1.000000	0.009547	12552.000000	0.561904
3.235294	1.000000	0.008022	12920.000000	2.009195
3.435208	1.000000	0.006232	14275.000000	2.485948
2.278872	1.000000	0.010791	13826.000000	5.754476
3.413880	1.000000	0.010580	12801.000000	8.374974
2.458940	1.000000	0.009510	11604.000000	0.572841
1.720907	1.000000	0.010034	14281.000000	0.799443
2.930981	1.000000	0.010867	14563.000000	0.752708
3.376156	1.000000	0.010148	14769.000000	2.979515
3.760697	1.000000	0.009519	13381.000000	0.457322
2.558647	1.000000	0.009759	16172.000000	0.303427
2.812210	1.000000	0.018855	11648.000000	4.023073
2.818217	1.000000	0.009550	15019.000000	0.128258
3.387609	1.000000	0.008677	13456.000000	1.912087
2.145179	1.000000	0.010259	14289.000000	0.758079
3.705447	1.000000	0.007994	14853.000000	1.908090
2.130956	1.000000	0.008593	11106.000000	0.573629
2.457291	1.000000	0.010037	12533.000000	3.878755
2.769466	1.000000	0.010433	13586.000000	0.193325
2.339813	1.000000	0.008822	14008.000000	0.851989
2.534416	1.000000	0.007570	15082.000000	0.126085
3.644043	1.000000	0.010234	10648.000000	0.549666
3.051518	1.000000	0.007875	13586.000000	1.253064
2.086944	1.000000	0.006845	12958.000000	0.244979
3.095502	1.000000	0.005363	13820.000000	1.945677
2.856839	1.000000	0.012095	13340.000000	0.372284
2.745783	1.000000	0.008326	12213.000000	8.328634
4.001108	1.000000	0.010701	12858.000000	0.239950
2.287006	1.000000	0.007569	15565.000000	1.309789
