transmission	recovery	sampling	population_size	k
1.540633	0.742569	0.009389	20371.000000	0.497642
1.730320	0.590215	0.013056	33087.000000	1.271050
2.230060	0.742294	0.007257	12282.000000	2.728976
2.121842	0.325704	0.017152	34074.000000	0.797447
1.859595	0.751284	0.006922	16464.000000	7.730955
1.569691	0.748056	0.015661	55821.000000	0.507132
1.578290	0.637560	0.010185	20382.000000	1.862216
1.624478	0.288132	0.007404	18463.000000	0.060735
1.865492	0.578802	0.006607	8683.000000	3.516225
2.372597	0.555376	0.011895	46633.000000	2.915670
2.121707	0.218177	0.016917	27562.000000	0.508774
2.194221	0.477764	0.010459	40245.000000	2.107865
1.799029	0.323616	0.008859	11310.000000	0.761154
1.789186	0.568990	0.009354	21891.000000	0.642622
1.357850	0.676492	0.008639	20044.000000	1.639763
1.497672	0.471818	0.018434	16644.000000	0.188508
1.326037	0.743419	0.008066	45257.000000	2.607631
2.800860	0.725149	0.009228	76701.000000	0.742874
2.430959	0.414524	0.012618	20473.000000	0.551337
2.219310	0.561830	0.009145	22730.000000	4.378812
1.942112	0.642749	0.017727	27884.000000	0.333351
2.954156	0.786889	0.011117	52832.000000	2.009052
2.546155	0.763846	0.012922	36838.000000	1.547693
1.886823	0.372180	0.008380	37900.000000	0.779259
2.602367	0.136972	0.010270	25166.000000	1.239104
1.989416	0.014298	0.011927	14456.000000	0.264381
1.927632	0.787433	0.013347	45781.000000	5.720521
1.760771	0.220398	0.012289	24906.000000	2.778279
2.067820	0.417289	0.008808	11552.000000	0.886572
1.488155	0.613451	0.009667	33152.000000	0.140775
2.121050	0.149327	0.009605	25321.000000	1.827537
2.332773	0.328521	0.013866	30409.000000	4.353057
1.453830	0.724210	0.011501	12755.000000	1.264479
1.620013	0.283489	0.009541	36580.000000	0.835917
1.657623	0.157626	0.008256	21397.000000	1.174868
2.321707	0.589763	0.011260	25105.000000	1.669255
1.830818	0.627356	0.009329	40221.000000	0.606298
1.838073	0.410187	0.012380	33680.000000	1.241526
1.598737	0.703816	0.009920	12478.000000	0.539798
2.923542	0.245487	0.011915	40282.000000	0.767964
2.775882	0.115702	0.010325	43398.000000	0.926802
1.719226	0.744794	0.008860	32780.000000	0.594770
2.739384	0.343620	0.008006	17315.000000	0.975330
1.870120	0.646397	0.007374	12541.000000	2.123611
1.675553	0.552771	0.007173	37286.000000	2.312233
2.145533	0.559029	0.007265	17395.000000	4.285202
2.388087	0.676427	0.009259	43678.000000	6.564222
2.169616	0.668188	0.012991	13478.000000	0.662678
2.149299	0.184808	0.006282	13786.000000	0.255043
3.374799	0.103493	0.008999	42781.000000	0.862154
2.165704	0.549286	0.005503	17183.000000	0.687239
1.639774	0.723575	0.009321	25278.000000	1.177266
1.406639	0.795247	0.010050	32846.000000	2.032302
2.761725	0.590281	0.011352	9904.000000	0.129317
2.271100	0.518401	0.010137	37643.000000	0.165721
3.639512	0.793224	0.008086	18068.000000	2.691926
1.637077	0.014206	0.014211	19149.000000	0.625732
2.270520	0.745900	0.014014	12724.000000	1.245657
2.021812	0.616558	0.012008	32123.000000	1.405455
1.842103	0.485284	0.009410	23435.000000	0.490805
1.971027	0.149226	0.006059	38787.000000	1.128947
2.793575	0.258529	0.007245	16597.000000	1.828994
1.809164	0.409098	0.014437	16890.000000	0.930099
2.545150	0.079022	0.008252	21631.000000	0.914726
1.929875	0.381241	0.006762	18833.000000	0.107128
2.555327	0.562295	0.015941	22652.000000	2.276721
3.107099	0.277643	0.012422	17425.000000	0.105845
1.500287	0.448644	0.012317	14686.000000	1.106560
2.405199	0.663595	0.016137	28852.000000	0.568546
2.474750	0.505984	0.010281	27286.000000	1.445931
1.388511	0.344399	0.010802	15072.000000	3.146660
1.381372	0.573996	0.010453	51272.000000	0.127509
1.902813	0.753146	0.013562	28047.000000	0.295296
1.267189	0.445557	0.014160	27327.000000	2.076332
1.886312	0.623423	0.013254	20292.000000	2.217177
3.295402	0.671901	0.012843	12511.000000	0.486745
1.460662	0.165818	0.006068	12874.000000	0.231495
2.237504	0.242386	0.015067	33794.000000	0.575910
1.366296	0.211270	0.012974	24743.000000	1.728067
2.068198	0.370658	0.008210	31019.000000	0.104610
1.544953	0.738703	0.006198	18608.000000	0.548543
1.529437	0.107647	0.008715	9735.000000	1.587077
2.120392	0.300269	0.012282	14558.000000	0.682237
1.583078	0.511789	0.011698	43385.000000	2.979952
1.472845	0.636833	0.009627	25725.000000	1.326010
1.539251	0.665928	0.006532	25008.000000	1.747261
1.939351	0.610246	0.010610	36416.000000	2.724570
1.650087	0.319753	0.011772	21682.000000	6.329247
2.756832	0.704149	0.010849	6089.000000	0.651536
1.840116	0.099810	0.012137	33673.000000	1.315030
1.461441	0.023746	0.009075	42850.000000	8.052173
1.659348	0.287286	0.011751	11984.000000	0.517386
2.479317	0.124643	0.008211	15847.000000	2.915478
1.934184	0.183431	0.007312	51550.000000	23.050058
2.771950	0.473960	0.013169	26991.000000	0.838041
2.717942	0.112788	0.007469	20778.000000	2.629445
1.990047	0.119080	0.009900	19993.000000	1.611200
2.828420	0.437974	0.008497	16607.000000	1.958856
1.228723	0.315171	0.013207	8177.000000	6.920200
2.402477	0.309225	0.011831	82681.000000	0.449546
2.977768	0.186698	0.011757	17229.000000	1.820245
3.027674	0.663034	0.015036	19402.000000	1.972193
2.225961	0.536438	0.011864	18570.000000	1.271047
2.232993	0.328238	0.008253	10747.000000	11.529247
1.648253	0.159972	0.011971	48073.000000	0.981010
2.179738	0.210018	0.009661	27023.000000	0.581868
2.137124	0.090535	0.008033	32169.000000	0.110060
1.691136	0.714682	0.006375	36315.000000	0.970754
2.061027	0.027642	0.009513	19255.000000	1.628184
1.791173	0.506997	0.015481	40533.000000	2.026568
2.300761	0.564119	0.008262	17114.000000	1.423119
2.151683	0.423077	0.005846	19576.000000	1.010029
1.815315	0.535008	0.009182	39530.000000	1.580036
2.337496	0.490810	0.009382	25148.000000	1.263837
1.797372	0.428149	0.009176	9771.000000	0.265873
2.242191	0.669091	0.010938	24116.000000	1.902843
1.160347	0.342851	0.011518	49942.000000	0.741658
1.461203	0.609473	0.008748	12655.000000	0.500423
1.711382	0.535545	0.007977	19484.000000	0.648618
1.983878	0.502531	0.013218	12614.000000	2.835568
2.384790	0.309699	0.009216	9547.000000	1.836913
3.160523	0.521292	0.009659	23689.000000	0.393340
1.640394	0.637011	0.007792	17659.000000	1.131203
2.146220	0.509748	0.009002	17705.000000	1.210896
2.329634	0.400822	0.008205	36009.000000	0.425534
2.086578	0.555574	0.016307	6355.000000	0.343423
1.509312	0.371185	0.004788	13207.000000	3.333914
1.885066	0.153572	0.013204	60385.000000	0.582207
1.515687	0.494192	0.007362	12803.000000	3.588302
2.878425	0.607998	0.015438	21664.000000	0.581498
1.499549	0.579561	0.006898	30065.000000	0.876748
2.269942	0.553938	0.011594	13432.000000	0.935674
1.510027	0.182417	0.008431	57736.000000	1.408741
2.334563	0.636756	0.008009	50197.000000	0.298229
1.939020	0.295117	0.010938	13621.000000	0.372414
1.748818	0.648557	0.015601	18479.000000	0.403669
1.551814	0.571593	0.015720	53692.000000	0.328223
1.880734	0.705411	0.011883	25249.000000	0.764623
2.665004	0.771689	0.014886	50302.000000	2.274123
3.025006	0.200893	0.012933	14120.000000	0.629990
2.006741	0.173415	0.008515	17111.000000	0.489540
2.508793	0.552855	0.007949	11880.000000	1.678457
1.674043	0.527716	0.006700	29574.000000	3.540841
2.518667	0.394506	0.009773	92036.000000	1.817926
1.566365	0.289304	0.008687	39936.000000	0.559664
2.186423	0.370692	0.015885	31425.000000	0.806823
2.278065	0.616537	0.008514	7578.000000	0.382405
1.807020	0.718950	0.007573	22079.000000	3.978927
2.585432	0.666891	0.009451	35628.000000	1.062812
1.166249	0.087916	0.010431	41985.000000	0.329506
1.521850	0.398567	0.009784	24034.000000	1.851037
1.779428	0.642124	0.009364	20197.000000	0.307144
2.708923	0.200049	0.004854	14396.000000	1.265271
2.244979	0.391209	0.007286	19261.000000	4.196238
2.123268	0.398023	0.008789	19896.000000	0.533101
1.955650	0.170592	0.009098	19002.000000	1.105831
2.266537	0.324454	0.014200	54763.000000	0.451944
3.456236	0.792047	0.020391	33844.000000	0.404371
1.851735	0.738636	0.006489	29644.000000	3.060147
3.068573	0.415126	0.013792	14522.000000	2.324632
2.310410	0.531874	0.008113	19688.000000	2.784540
2.990808	0.547682	0.015236	21872.000000	0.826935
2.273559	0.612148	0.008580	15712.000000	1.683719
1.902428	0.490195	0.010101	15400.000000	0.305378
2.460084	0.260208	0.011063	28411.000000	1.072794
1.619291	0.579543	0.009400	21810.000000	2.159363
2.171408	0.562023	0.008655	39049.000000	2.351188
1.788060	0.118780	0.009510	20327.000000	0.478666
2.843856	0.470703	0.013677	47810.000000	0.851653
2.447459	0.581785	0.011661	34055.000000	1.462779
2.722344	0.477801	0.013839	12430.000000	2.690602
2.324591	0.467863	0.009754	33083.000000	1.658508
2.273016	0.411597	0.007754	69053.000000	2.702044
2.170271	0.482265	0.014721	31509.000000	0.720109
2.097344	0.796042	0.008138	27302.000000	0.063528
2.519679	0.416827	0.013193	13419.000000	0.559446
1.765708	0.520059	0.016732	28238.000000	0.933105
1.393179	0.388598	0.010563	17717.000000	1.911059
2.822456	0.648397	0.007326	58915.000000	1.339761
1.515522	0.769997	0.011299	25459.000000	3.100617
3.481033	0.366700	0.012864	28486.000000	0.144363
2.951517	0.752005	0.012422	31643.000000	2.146151
1.538777	0.274332	0.011143	15386.000000	1.976413
1.813053	0.221668	0.007679	28958.000000	0.432054
2.544647	0.241054	0.012449	72941.000000	3.230738
1.880984	0.597326	0.009144	38300.000000	1.181595
1.676842	0.620595	0.007868	13659.000000	2.737774
2.798219	0.189655	0.010822	17284.000000	1.604963
1.555310	0.676843	0.013962	11204.000000	0.494865
1.372205	0.792438	0.006838	16781.000000	1.109333
2.713843	0.125136	0.009250	16753.000000	0.135569
2.076594	0.213876	0.013753	27532.000000	0.207823
2.180040	0.534654	0.013643	18004.000000	0.431473
2.651244	0.156308	0.008007	21562.000000	0.666865
1.955051	0.428597	0.013099	25712.000000	1.079240
1.348907	0.311695	0.008213	35312.000000	0.364087
1.565206	0.495770	0.011371	33257.000000	0.136148
1.597709	0.056153	0.009943	42149.000000	3.550220
2.537755	0.455710	0.005745	15206.000000	1.246478
2.541965	0.185911	0.011454	31701.000000	0.456281
2.138179	0.101150	0.006767	20999.000000	0.541282
1.986662	0.796185	0.010076	51941.000000	1.897135
2.371090	0.144833	0.010931	20541.000000	0.567125
3.441469	0.276894	0.009852	14871.000000	1.288489
1.953264	0.229986	0.009215	15039.000000	4.786535
2.182542	0.153766	0.010035	22661.000000	0.291870
2.300440	0.738193	0.009449	28345.000000	0.193472
1.785307	0.505239	0.007378	14282.000000	1.847888
2.234536	0.013824	0.006242	15502.000000	0.275894
1.746632	0.624960	0.015354	17644.000000	0.678919
2.246472	0.532639	0.010310	59382.000000	0.487911
1.579303	0.795521	0.010594	7527.000000	0.670448
2.578891	0.713829	0.009341	17928.000000	0.633327
1.504804	0.035256	0.010125	26469.000000	0.830458
2.241706	0.359882	0.014224	15684.000000	0.133234
2.345273	0.088641	0.007230	14547.000000	0.574727
1.318952	0.527225	0.015832	34571.000000	3.278930
1.851447	0.287286	0.009509	21536.000000	5.218392
2.174322	0.328244	0.010358	10182.000000	1.054768
1.376518	0.023360	0.009928	19848.000000	1.632539
2.051262	0.667356	0.008628	10017.000000	3.211522
1.879369	0.579238	0.012975	21967.000000	2.829529
1.482435	0.351520	0.011589	19363.000000	0.844302
2.007923	0.415602	0.009900	46984.000000	0.285384
1.712854	0.123708	0.009780	26318.000000	2.542044
2.620810	0.294872	0.012582	11633.000000	0.267478
2.378924	0.291426	0.010171	16960.000000	0.732451
1.740890	0.338620	0.008263	16079.000000	0.334410
2.021940	0.556606	0.009817	21621.000000	0.326953
1.838905	0.524513	0.007946	19706.000000	9.505252
1.837539	0.116951	0.012148	7420.000000	0.293014
2.161045	0.758966	0.006070	15086.000000	2.130837
2.955149	0.653524	0.015382	17425.000000	1.165752
1.944460	0.298307	0.011578	18283.000000	4.186427
3.170570	0.592344	0.007240	39307.000000	2.519172
1.816141	0.395802	0.008872	34533.000000	0.642796
1.661630	0.693406	0.006743	11582.000000	0.516579
1.249737	0.314926	0.007698	9615.000000	0.503635
1.980507	0.770209	0.008648	33922.000000	1.655249
2.391244	0.614734	0.015697	42413.000000	0.876702
2.075768	0.732954	0.011333	13974.000000	0.566049
2.451637	0.102091	0.009037	15009.000000	1.477683
1.868285	0.176576	0.008934	43555.000000	6.453953
1.492453	0.672816	0.011193	28283.000000	0.156442
1.807877	0.447606	0.012525	16504.000000	5.695285
1.973541	0.387537	0.011060	41285.000000	1.648925
1.502974	0.208350	0.008053	33104.000000	0.544967
1.770696	0.102329	0.009645	22099.000000	2.603651
1.209088	0.600944	0.014386	24602.000000	2.116484
1.833506	0.755320	0.016773	24587.000000	1.272562
2.084242	0.533002	0.008777	17371.000000	2.052409
1.851223	0.299239	0.010682	25418.000000	0.493028
1.491711	0.536534	0.006702	21779.000000	0.103036
1.712593	0.041707	0.013231	34456.000000	2.074347
1.926913	0.279182	0.007753	12308.000000	0.632239
2.121354	0.109273	0.013012	24575.000000	1.988006
2.368022	0.398939	0.010771	45223.000000	0.120922
1.768765	0.541063	0.008323	8864.000000	1.507949
1.844562	0.257503	0.010925	23922.000000	1.310179
2.035117	0.071529	0.008335	22257.000000	0.636004
2.670894	0.752078	0.009340	24611.000000	1.315721
2.162621	0.125039	0.010928	22553.000000	0.243018
1.850376	0.604581	0.011748	29243.000000	1.025406
1.892411	0.223345	0.013346	36330.000000	0.173630
1.793803	0.075151	0.007771	17811.000000	0.972693
1.417328	0.025526	0.009135	25364.000000	0.489268
1.770974	0.270863	0.013448	18561.000000	2.469791
2.453319	0.376857	0.009229	13270.000000	0.704244
1.326730	0.307384	0.009207	20952.000000	0.618135
2.104741	0.562218	0.013559	13455.000000	0.880713
2.456330	0.078273	0.006202	49940.000000	0.388244
1.744600	0.475055	0.008211	7363.000000	5.245390
1.826901	0.711778	0.011337	32752.000000	0.466662
1.512378	0.562804	0.007704	26234.000000	0.303581
2.620645	0.367228	0.011058	14838.000000	0.404547
1.992330	0.427958	0.013947	17903.000000	0.575516
1.714444	0.693758	0.008866	65525.000000	1.403924
2.347593	0.583411	0.010120	46218.000000	0.593416
1.395021	0.710284	0.013654	11356.000000	2.861144
1.705073	0.730377	0.008651	18432.000000	0.505926
1.634807	0.490407	0.018598	60016.000000	0.404607
1.565742	0.091047	0.007715	30815.000000	0.202252
1.881465	0.181220	0.009287	14767.000000	0.831679
2.232517	0.613694	0.011967	27894.000000	1.149280
3.568474	0.215380	0.008638	38706.000000	0.166005
2.107388	0.730539	0.007219	31137.000000	0.756139
1.615605	0.429086	0.010191	10709.000000	2.630668
2.354043	0.742269	0.010569	41980.000000	0.276202
2.747342	0.331562	0.012364	11692.000000	0.339103
2.401031	0.562085	0.012302	55143.000000	0.562621
2.041038	0.535262	0.008232	18250.000000	0.747619
2.073370	0.303789	0.006595	24929.000000	2.893147
2.397405	0.568841	0.010040	18788.000000	3.501513
3.637766	0.062751	0.007754	31031.000000	2.528531
2.328478	0.728051	0.011543	5736.000000	0.206366
2.697020	0.778393	0.010554	38034.000000	2.472407
2.227587	0.429487	0.010314	22956.000000	5.480435
2.812801	0.506177	0.007907	26926.000000	1.821337
1.888399	0.701458	0.006269	29087.000000	0.738062
1.668922	0.270231	0.005181	27298.000000	4.913096
1.906049	0.122151	0.007936	20584.000000	0.975837
1.479026	0.144711	0.009127	21327.000000	3.323357
2.209413	0.184389	0.013913	12897.000000	0.289743
2.000732	0.248543	0.010678	22534.000000	0.218905
2.097955	0.742211	0.008297	15894.000000	0.057929
2.136619	0.298358	0.010045	16971.000000	2.775134
2.132736	0.624319	0.012086	29235.000000	1.030065
1.922087	0.010808	0.010345	90229.000000	0.455329
1.632195	0.167912	0.011122	27639.000000	0.701268
1.920981	0.133880	0.007405	23604.000000	0.827822
2.609507	0.207135	0.010186	14768.000000	0.149219
1.689368	0.377484	0.014190	27758.000000	0.677734
1.642267	0.326224	0.014009	20919.000000	0.227691
1.504547	0.365542	0.010779	36704.000000	2.214323
2.141845	0.668175	0.013834	28326.000000	0.151591
1.965315	0.702107	0.009167	18648.000000	0.528488
1.631343	0.064757	0.007328	52404.000000	1.019816
1.843580	0.736595	0.010586	10035.000000	1.547392
2.618241	0.569350	0.013002	61694.000000	1.892577
2.507557	0.652931	0.005784	51869.000000	0.271960
2.110133	0.134607	0.007767	27517.000000	1.773187
2.561214	0.048619	0.011293	13649.000000	0.525975
2.308313	0.105473	0.010824	13932.000000	1.928282
1.632576	0.741447	0.008067	14645.000000	6.484646
1.641169	0.468375	0.008285	26873.000000	0.812578
1.798926	0.008119	0.009464	28744.000000	1.548509
2.116364	0.514446	0.014475	20950.000000	1.084892
2.156862	0.564834	0.008022	18635.000000	2.009195
1.118093	0.425046	0.010312	29519.000000	2.291156
2.158252	0.471402	0.010895	52838.000000	1.676903
1.822846	0.796727	0.010433	20996.000000	1.209558
1.406114	0.597990	0.008700	7248.000000	1.013747
1.745767	0.120106	0.015494	22309.000000	1.830160
1.862888	0.690025	0.011254	22681.000000	2.726425
2.011733	0.426187	0.013239	20262.000000	0.724407
1.705764	0.318388	0.009759	57257.000000	0.303427
1.361041	0.196795	0.015230	24578.000000	1.442512
1.909960	0.228071	0.013401	7888.000000	1.625879
2.120058	0.277631	0.011793	40258.000000	0.320741
2.366259	0.684319	0.009331	33603.000000	0.408307
1.871725	0.017570	0.009751	38652.000000	0.519645
1.740555	0.729898	0.008191	22189.000000	0.527768
2.426261	0.698907	0.008954	28332.000000	0.989729
1.559876	0.199973	0.008822	27915.000000	0.851989
1.924491	0.760853	0.009005	14194.000000	0.778555
2.046828	0.135680	0.005671	16330.000000	1.070480
3.325649	0.235936	0.013137	18972.000000	0.610827
1.852923	0.506058	0.007035	23451.000000	0.082749
1.835280	0.781080	0.007402	21947.000000	0.777118
1.562243	0.786387	0.009153	15270.000000	0.407488
2.129205	0.270569	0.012543	16782.000000	2.959474
1.524671	0.132792	0.007569	47283.000000	1.309789
2.202514	0.356459	0.006668	24699.000000	0.163658
2.019375	0.370968	0.007179	16720.000000	0.626102
1.797907	0.296026	0.010691	6801.000000	0.536637
1.735361	0.075733	0.009738	37904.000000	4.314525
2.355856	0.068078	0.005509	22831.000000	1.204258
1.232224	0.103954	0.007477	23680.000000	1.479257
1.460902	0.646874	0.006495	18694.000000	0.393346
1.819112	0.320175	0.009710	39122.000000	1.171387
3.135399	0.401378	0.008624	43816.000000	0.639668
1.310541	0.384099	0.005518	8053.000000	0.576880
1.820278	0.750464	0.013984	30239.000000	1.799943
1.226853	0.512925	0.010953	9923.000000	6.370821
2.144155	0.017362	0.011681	17854.000000	0.451782
1.843482	0.642014	0.009854	7229.000000	0.469617
2.294969	0.005466	0.009777	12603.000000	0.218718
3.434601	0.368614	0.009340	28087.000000	0.830742
1.873799	0.070836	0.010372	38285.000000	0.388965
1.771821	0.053098	0.011438	11036.000000	0.357770
1.767313	0.564896	0.005213	44163.000000	0.201860
2.843072	0.281925	0.009524	13768.000000	0.431384
1.681315	0.718885	0.011608	35835.000000	1.606986
2.424070	0.722821	0.009108	43221.000000	0.590356
1.878577	0.301435	0.012446	9364.000000	0.560013
1.688656	0.424251	0.013330	20165.000000	0.647161
1.969160	0.623540	0.007881	16598.000000	1.665590
2.254031	0.119064	0.011022	23761.000000	1.768910
1.634717	0.413861	0.007140	19043.000000	0.482112
1.457897	0.713382	0.006683	53422.000000	0.076759
1.537460	0.783487	0.007636	10269.000000	0.727920
2.570227	0.476837	0.012074	16516.000000	1.090694
1.523508	0.656524	0.010043	52739.000000	0.634104
1.552740	0.325203	0.011344	8237.000000	7.359711
2.039129	0.629860	0.012630	13310.000000	1.848394
1.438021	0.539803	0.008813	9551.000000	0.621184
2.808877	0.773678	0.012530	13595.000000	1.079966
1.855467	0.041811	0.012188	25873.000000	3.968225
2.976767	0.496592	0.012791	35148.000000	0.207885
2.054649	0.436883	0.017482	9677.000000	0.548073
1.495990	0.514108	0.010960	9408.000000	0.176874
1.627794	0.156010	0.009180	6021.000000	1.803197
2.152234	0.086831	0.011202	29488.000000	1.187910
1.917014	0.280085	0.008321	15197.000000	0.557277
1.334061	0.792831	0.010354	48688.000000	1.015290
1.986701	0.175966	0.009292	20255.000000	2.313302
1.634005	0.155363	0.006702	49679.000000	1.348790
1.899252	0.439141	0.008098	71388.000000	0.796089
2.084623	0.778535	0.011352	25976.000000	0.799538
3.371651	0.780061	0.008560	47659.000000	2.017131
1.495263	0.619051	0.005495	42404.000000	0.495501
2.318796	0.342688	0.015896	40506.000000	3.743610
1.763467	0.789149	0.009080	15853.000000	0.486184
1.461367	0.457357	0.011919	28500.000000	2.213081
1.923693	0.289801	0.015594	11314.000000	3.179356
1.697226	0.718270	0.011478	14983.000000	0.469034
1.227640	0.569224	0.010873	30445.000000	0.910584
1.531956	0.758479	0.013787	23755.000000	1.125225
1.684124	0.602613	0.007127	48622.000000	2.920619
1.402325	0.016760	0.008800	22431.000000	0.925676
2.088463	0.644921	0.010499	14632.000000	0.584242
2.530759	0.635682	0.005542	27679.000000	0.991047
2.545912	0.148275	0.012454	17594.000000	1.119837
1.425478	0.571434	0.006867	21217.000000	0.351513
1.015772	0.377587	0.011164	17609.000000	1.764453
2.245631	0.545489	0.008579	29914.000000	2.781775
1.652746	0.639308	0.014773	37764.000000	0.660668
2.837119	0.069476	0.013356	64938.000000	0.863651
2.618948	0.612038	0.011392	51529.000000	0.500217
2.375317	0.149415	0.009856	23916.000000	1.836576
2.171932	0.272087	0.009002	38792.000000	0.271165
1.725912	0.613915	0.014544	40359.000000	0.108569
2.403200	0.181758	0.011517	18621.000000	1.454086
2.454526	0.665856	0.010226	26468.000000	0.843537
2.854863	0.008915	0.010365	20967.000000	0.335914
2.016764	0.526055	0.006845	29240.000000	0.750869
2.096569	0.638765	0.009143	16251.000000	0.383344
1.595423	0.227337	0.006341	10384.000000	3.166913
2.218579	0.266832	0.012712	33230.000000	0.983499
2.432740	0.223302	0.012386	23273.000000	0.228157
1.555506	0.611495	0.006591	40999.000000	0.449778
1.979939	0.140351	0.010524	42343.000000	1.699305
1.752122	0.599120	0.013319	13693.000000	2.415940
1.793494	0.778730	0.009256	18214.000000	2.305205
2.710245	0.086843	0.008345	6969.000000	1.089391
1.896821	0.572574	0.008759	35726.000000	0.301211
1.782281	0.014391	0.015225	36548.000000	0.663697
2.180024	0.551953	0.006664	19825.000000	1.692234
1.522115	0.613358	0.011233	13401.000000	1.639211
2.197930	0.674302	0.011083	19671.000000	1.677110
1.450579	0.369531	0.011020	12149.000000	0.744972
2.030126	0.324172	0.008966	24060.000000	0.249871
2.767603	0.144362	0.009086	24530.000000	1.004871
1.708420	0.134238	0.011322	9540.000000	0.486449
1.436721	0.393606	0.009794	31604.000000	1.623982
1.515416	0.747792	0.012017	45172.000000	0.950501
1.511658	0.663752	0.010132	22949.000000	1.963704
2.305077	0.230382	0.012008	18308.000000	0.436065
1.578894	0.286540	0.009951	27823.000000	0.657586
1.909774	0.003363	0.009546	21543.000000	1.076823
2.275889	0.274477	0.010713	17758.000000	1.474657
1.762066	0.433381	0.006561	41204.000000	0.423748
2.263728	0.183586	0.011169	14774.000000	0.534225
1.739044	0.792922	0.018385	19835.000000	1.957211
3.210494	0.537952	0.009930	31734.000000	1.252980
1.966828	0.790547	0.010173	76918.000000	0.690347
3.297560	0.238566	0.009949	43954.000000	1.145299
2.190968	0.660624	0.009450	16035.000000	0.489769
2.786358	0.455005	0.010599	84975.000000	0.681799
1.800413	0.167631	0.007529	10697.000000	1.223243
3.130062	0.426295	0.005472	27828.000000	1.513105
1.346333	0.287585	0.008302	43173.000000	0.393804
1.484443	0.065311	0.008083	22629.000000	0.272619
