annotated,common_name_correction,broad,order
orientalmagpierobin,oriental_magpie-robin,passerine,passeriformes
osprey,osprey,raptor,accipitriformes
ostrich,ostrich,ostrich,struthioniformes
other_avian,avian,avian,avian
otusscops,eurasian_scops_owl,owl,strigiformes
owl,owl,owl,strigiformes
oxyura_jamaicensis,ruddy_duck,duck,anseriformes
oystercatcher,oystercatcher,wader,charadriiformes
pacific_golden_plover,pacific_golden_plover,wader,charadriiformes
pacific_loon,pacific_loon,loon,gaviiformes
parasitic_jaeger,parasitic_jaeger,seabird,charadriiformes
parrot,parrot,parrot,psittaciformes
partridge,partridge,partridge,galliformes
peacefuldove,peaceful_dove,dove,columbiformes
peacock,peacock,peafowl,galliformes
peafowl,peafowl,peafowl,galliformes
pekinduck,american_pekin_duck,duck,anseriformes
pekingduck,pekin_duck,duck,anseriformes
pelecanusconspicillatus,australian_pelican,pelican,pelecaniformes
pelecanuscrispus,dalmatian_pelican,pelican,pelecaniformes
pelican,pelican,pelican,pelecaniformes
peregrine,peregrine_falcon,raptor,falconiformes
peregrine_falcon,peregrine_falcon,raptor,falconiformes
peregrinefalcon,peregrine_falcon,raptor,falconiformes
Peruvian_pelican,peruvian_pelican,pelican,pelecaniformes
pet_bird,pet_bird,avian,avian
ph,avian,avian,avian
phalacrocorax,phalacrocorax,cormorant,suliformes
phalacrocoraxcarbo,great_cormorant,cormorant,suliformes
phasianuscolchicus,common_pheasant,pheasant,galliformes
pheasant,pheasant,pheasant,galliformes
pied_megpie,australian_magpie,passerine,passeriformes
pied-billed_grebe,pied-billed_grebe,grebe,podicipediformes
piedmegpie,australian_magpie,passerine,passeriformes
pig,swine,swine,swine
pigeon,pigeon,pigeon,columbiformes
pink-eared_duck,pink-eared_duck,duck,anseriformes
pintail,northern_pintail,duck,anseriformes
pintail,pintail,duck,anseriformes
pintail_duck,northern_pintail,duck,anseriformes
plush-crested_jay,plush-crested_jay,passerine,passeriformes
pochard,common_pochard,duck,anseriformes
polar_bear,polar_bear,bear,carnivora
poultry,poultry,avian,avian
prairie_falcon,prairie_falcon,raptor,falconiformes
psittacine,parrot,parrot,psittaciformes
puna_teal,puna_teal,duck,anseriformes
qa,avian,avian,avian
qu,quail,quail,galliformes
quail,quail,quail,galliformes
raccoon,raccoon,raccoon,carnivora
raven,raven,raven,passeriformes
razorbill,razorbill,seabird,charadriiformes
rbpochard,red-chested_pochard,duck,anseriformes
red fox,red_fox,fox,carnivora
red_crested_pochard,red-crested_pochard,duck,anseriformes
red_tailed_hawk,red_tailed_hawk,hawk,accipitriformes
red-billedstarling,read-breasted_starling,passerine,passeriformes
red-breasted_goose,red-breasted_goose,goose,anseriformes
red-breasted_merganser,red-breasted_merganser,duck,anseriformes
red-crested_pochard,red-crested_pochard,duck,anseriformes
red-fronted_coot,red-fronted_coot,coot,gruiformes
red-gartered_coot,red-gartered_coot,coot,gruiformes
red-necked_grebe,red-necked_grebe,grebe,podicipediformes
red-necked_phalarope,red-necked_phalarope,wader,charadriiformes
red-necked_stint,red-necked_stint,wader,charadriiformes
red-winged_blackbird,red-winged_blackbird,passerine,passeriformes
redbackedhawk,red-backed_hawk,raptor,accipitriformes
redbreastedmerganser,red_breasted_merganser,duck,anseriformes
redcrownedcrane,red-crowned_crane,crane,gruiformes
redhead,redhead_duck,duck,anseriformes
redhead,redhead,duck,anseriformes
redheadduck,redhead_duck,duck,anseriformes
redknot,red_knot,wader,charadriiformes
redshoulderedhawk,red-shouldered_hawk,raptor,accipitriformes
redtailedhawk,red-tailed_hawk,raptor,accipitriformes
rhea,rhea,rhea,rheiformes
ring_necked_duck,ring_necked_duck,duck,anseriformes
ring-billed gull,ring-billed_gull,gull,charadriiformes
ring-necked_pheasant,ring-necked_pheasant,pheasant,galliformes
ringneckedduck,ring-necked_duck,duck,anseriformes
robin,robin,passerine,passeriformes
rockpigeon,rock_pigeon,pigeon,columbiformes
rollers,roller,roller,coraciiformes
rook,rook,passerine,passeriformes
rooster,rooster,chicken,galliformes
roseate_spoonbill,roseate_spoonbill,ibis,pelecaniformes
Ross's goose,rosss_goose,goose,anseriformes
rossssgoose,rosss_goose,goose,anseriformes
roughleggedhawk,rough-legged_hawk,hawk,accipitriformes
Royal Tern,royal_tern,tern,charadriiformes
RT-Hawk,red-tailed_hawk,raptor,accipitriformes
RT-Hawk,rt-hawk,hawk,accipitriformes
rubbyshelduck,ruddy_shelduck,duck,anseriformes
ruddy_shelduck,ruddy_shelduck,duck,anseriformes
ruddyshelduck,ruddy_shelduck,duck,anseriformes
ruddyturnstone,ruddy_turnstone,wader,charadriiformes
ruffed_grouse,ruffed_grouse,grouse,galliformes
sabinesgull,sabines_gull,shorebird,charadriiformes
saker_falcon,saker_falcon,raptor,falconiformes
sakerfalcon,saker_falcon,raptor,falconiformes
sanderling,sanderling,wader,charadriiformes
Sandhill Crane,sandhill_crane,crane,gruiformes
sandpiper,sandpiper,wader,charadriiformes
sandwichtern,sandwich_tern,tern,charadriiformes
savannah_sparrow,savannah_sparrow,passerine,passeriformes
says_phoebe,says_phoebe,passerine,passeriformes
scaly-breastedmunia,scaly-breasted_munia,passerine,passeriformes
scaly-sided_merganser,scaly-sided_merganser,duck,anseriformes
scarlet_ibis,scarlet_ibis,shorebird,pelecaniformes
sck,avian,avian,avian
scoter,scoter,duck,anseriformes
seaeagle,sea_eagle,raptor,accipitriformes
seagull,gull,gull,charadriiformes
seal,seal,seal,carnivora
sebastopolgoose,sebastopol_goose,goose,anseriformes
semipalmated_sandpiper,semi-palmated_sandpiper,wader,charadriiformes
Sharp-shinned Hawk,sharp-shinned_hawk,hawk,accipitriformes
shorebird,shorebird,wader,charadriiformes
short-billed_gull,short-billed_gull,gull,charadriiformes
short-eared_owl,short-eared_owl,owl,strigiformes
short-tailed_shearwater,short-tailed_shearwater,seabird,procellariiformes
shorttailedshearwaters,shorttailed_shearwaters,shorebird,procellariiformes
shoveler,northern_shoveler,duck,anseriformes
shrike,shrike,passerine,passeriformes
silkiechicken,silkie_chicken,chicken,galliformes
silkychicken,silkie_chicken,chicken,galliformes
silver-earedmesia,silver-eared_mesia,passerine,passeriformes
silverearedmesia,silver-eared_mesia,passerine,passeriformes
silverpheasant,silver_pheasant,pheasant,galliformes
skunk,striped_skunk,skunk,carnivora
skunk,skunk,skunk,carnivora
slaty-backedgull,slaty-backed_gull,gull,charadriiformes
slatybackedgull,slaty-backed_gull,gull,charadriiformes
smew,smew,duck,anseriformes
snowgoose,snow_goose,goose,anseriformes
snowy egret,snowy_egret,egret,pelecaniformes
snowy_plover,snowy_plover,shorebird,charadriiformes
snowyowl,snowy_owl,owl,strigiformes
somateria_fischeri,spectacled_eider,eider,anseriformes
song_sparrow,song_sparrow,passerine,passeriformes
songthrush,song_thrush,passerine,passeriformes
sooty_tern,sooty_tern,tern,charadriiformes
sparrow,sparrow,passerine,passeriformes
spectacled_eider,spectacled_eider,duck,anseriformes
spotbilledduck,spot-billed_duck,duck,anseriformes
spur-wingedlapwing,spur-winged_lapwing,lapwing,charadriiformes
spurwingedgoose,spur-winged_goose,goose,anseriformes
starling,starling,starling,passeriformes
steller's_eider,stellars_eider,duck,anseriformes
stonecurlew,stone_curlew,wader,charadriiformes
stork,stork,stork,ciconiiformes
stripedskunk,striped_skunk,skunk,carnivora
summer_tanager,summer_tanager,passerine,passeriformes
surfscoter,surf_scoter,duck,anseriformes
sus_scrofa,swine,swine,swine
sus_scrofa_domesticus,swine,swine,swine
sus_scrofa_scrofa,swine,swine,swine
sw,swine,swine,swine
Swainson's hawk,swainsons_hawk,hawk,accipitriformes
swallow,swallow,swallow,passeriformes
swan,swan,swan,anseriformes
swiftlet,swiftlet,swift,apodiformes
swine,swine,swine,swine
tachybaptusruficollis,little_grebe,grebe,podicipediformes
tadorna_feruginea,ruddy_shelduck,duck,anseriformes
tadorna_tadorna,common_shelduck,duck,anseriformes
taiwanesechicken,taiwanesechicken,chicken,galliformes
teal,teal_duck,duck,anseriformes
teal,teal_duck,duck,anseriformes
texas,unknown,unknown,unknown
thalasseussandvicensis,sandwich_tern,tern,charadriiformes
thayers_gull,thayers_gull,gull,charadriiformes
tiger,tiger,tiger,carnivora
tree_sparrow,tree_sparrow,passerine,passeriformes
tree_swallow,tree_swallow,passerine,passeriformes
treesparrow,tree_sparrow,passerine,passeriformes
trumpeterswan,trumpeter_swan,swan,anseriformes
tufted_duck,tufted_duck,duck,anseriformes
tuftedduck,tufted_duck,duck,anseriformes
tundraswan,tundra_swan,goose,anseriformes
turkey,turkey,turkey,galliformes
turkey vulture,turkey_vulture,vulture,accipitriformes
turnstone,ruddy_turnstone,wader,charadriiformes
turtle_dove,turtle_dove,dove,columbiformes
turtledove,turtle_dove,dove,columbiformes
velvet_scoter,velvet_scoter,duck,anseriformes
village_chicken,chicken,chicken,galliformes
villagechicken,chicken,chicken,galliformes
Virginia opossum,virginia_opossum,possum,Didelphimorphia
Vulpes vulpes,red_fox,fox,carnivora
vulpes_vulpes,vulpes_vulpes,fox,carnivora
vulture,vulture,raptor,accipitriformes
warbler,warbler,passerine,passeriformes
washington,unknown,unknown,unknown
waterchicken,common_moorhen,moorhen,gruiformes
watercock,watercock,watercock,gruiformes
waterfowl,waterfowl,waterfowl,anseriformes
wedge-tailed_shearwater,shearwater,shearwater,procellariiformes
western gull,western_gull,gull,charadriiformes
Western screech owl,western_screech_owl,owl,strigiformes
western_grebe,western_grebe,grebe,podicipediformes
western_kingbird,western_kingbird,passerine,passeriformes
western_sandpiper,western_sandpiper,shorebird,charadriiformes
westernsandpiper,western_sandpiper,shorebird,charadriiformes
westernsnowyplover,westernsnowyplover,shorebird,charadriiformes
whistlingswan,tundra_swan,goose,anseriformes
white_peckin_duck,pekin_duck,duck,anseriformes
white-backedmunia,white-backed_munia,passerine,passeriformes
white-crowned_sparrow,white-crowned_sparrow,passerine,passeriformes
white-faced_ibis,white-faced_ibis,ibis,pelecaniformes
white-fronted_goose,white-fronted_goose,goose,anseriformes
white-winged_dove,white-winged_dove,dove,columbiformes
white-winged_scoter,white-winged_scoter,duck,anseriformes
whitebackedmunia,white-backed_munia,passerine,passeriformes
whiteeyedpochard,white-eyed_pochard,duck,anseriformes
whitefrontedgoose,greater_white-fronted_goose,goose,anseriformes
whitefrontgoose,greater_white-fronted_goose,goose,anseriformes
whitepeafowl,white_peafowl,peafowl,galliformes
whitestork,white_stork,stork,ciconiiformes
whitetailedeagle,white-tailed_eagle,raptor,accipitriformes
whooper_swan,whooper_swan,goose,anseriformes
whooperswan,whooper_swan,goose,anseriformes
whoopingswan,whooper_swan,goose,anseriformes
wide_bird,avian,avian,avian
widgeon,american_wigeon,duck,anseriformes
wild mink,wild_mink,mink,carnivora
wild_bird,bird,avian,avian
wild_birds,wild_birds,avian,avian
wild_boar,swine,swine,swine
wild_chicken,chicken,chicken,galliformes
wild_duck,duck,duck,anseriformes
wild_hybrid_duck_(anatidae),duck,duck,anseriformes
wild_waterfowl,waterfowl,waterfowl,anseriformes
wildbird,bird,avian,avian
wildduck,duck,duck,anseriformes
wildfowl,fowl,fowl,galliformes
wildgeese,goose,goose,anseriformes
wildgoose,goose,goose,anseriformes
wildswan,swan,swan,anseriformes
wildturkey,wild_turkey,turkey,galliformes
willet,willet,shorebird,charadriiformes
withetiledeagle,white-tailed_eagle,raptor,accipitriformes
wood_duck,wood_duck,duck,anseriformes
woodduck,wood_duck,duck,anseriformes
wyoming,unknown,unknown,unknown
yellow_billed_duck,yellow-billed_duck,duck,anseriformes
yellow-billed_pintail,yellow-billed_pintail,duck,anseriformes
yellowbilledduck,yellow-billed_duck,duck,anseriformes
yellowleggedgull,yellow-legged_gull,gull,charadriiformes
